"foreign_language","race","sex","wealth","educ","log_wealth","log_educ"
0,1,1,133000,12,11.7981044072039,2.484906649788
0,1,1,530500,12,13.1815752370362,2.484906649788
0,1,1,382000,15,12.8531758875887,2.70805020110221
1,1,1,5250,13,8.56598335558567,2.56494935746154
0,1,1,30300,13,10.3189029914975,2.56494935746154
0,1,2,698400,18,13.4565472835075,2.89037175789616
0,1,1,217700,12,12.2908732472226,2.484906649788
0,1,1,625000,12,13.3455069287185,2.484906649788
0,1,1,777000,16,13.5631956293498,2.77258872223978
0,1,2,118700,12,11.6843545805978,2.484906649788
0,1,1,12000,14,9.39266192877014,2.63905732961526
0,1,2,1125000,18,13.9332935936207,2.89037175789616
0,1,1,388500,17,12.8700484487898,2.83321334405622
0,1,1,216000,12,12.2830336866663,2.484906649788
0,1,2,289300,12,12.5752194909642,2.484906649788
0,1,1,10000,16,9.21034037197618,2.77258872223978
0,1,2,447000,16,13.0103138735957,2.77258872223978
1,1,1,11000,11,9.30565055178051,2.39789527279837
0,0,2,1539318,12,14.2468500191568,2.484906649788
0,1,1,33500,12,10.4193007178132,2.484906649788
0,1,2,16449398,18,16.6157994387613,2.89037175789616
0,1,2,910000,12,13.721199878493,2.484906649788
0,1,2,109400,12,11.60276616897,2.484906649788
0,1,2,933000,12,13.7461604798295,2.484906649788
0,1,2,170000,14,12.0435537160324,2.63905732961526
0,1,2,193800,12,12.1745819784388,2.484906649788
0,1,2,19000,12,9.85219425814858,2.484906649788
0,1,1,1180000,12,13.9810249964418,2.484906649788
0,1,2,82300,12,11.3181263866652,2.484906649788
0,1,2,65500,12,11.0898054216233,2.484906649788
0,1,1,34623,12,10.4522734800885,2.484906649788
0,1,1,522000,12,13.1654228668648,2.484906649788
0,1,2,82000,12,11.3144745262464,2.484906649788
0,1,2,208000,16,12.2452933586835,2.77258872223978
0,1,2,91500,18,11.4240942512636,2.89037175789616
0,1,1,82000,12,11.3144745262464,2.484906649788
0,1,1,227400,12,12.3344658602986,2.484906649788
0,1,1,218200,12,12.2931673523811,2.484906649788
0,1,2,746000,14,13.5224808791859,2.63905732961526
0,1,1,21000,9,9.95227771670556,2.19722457733622
0,1,1,309000,12,12.6410965558799,2.484906649788
1,1,2,231400,12,12.3519030937417,2.484906649788
0,1,1,134000,16,11.805595078933,2.77258872223978
0,1,1,235000,12,12.3673407931263,2.484906649788
0,1,2,258000,12,12.4607148639038,2.484906649788
0,1,2,2174316,13,14.5922246902862,2.56494935746154
0,1,1,488100,12,13.0982755818752,2.484906649788
1,1,1,830000,12,13.6291809797728,2.484906649788
1,1,2,1351000,12,14.1163556169423,2.484906649788
1,1,2,298765,13,12.6074125901724,2.56494935746154
0,1,2,783000,12,13.5708879749729,2.484906649788
0,1,2,61700,12,11.0300392098935,2.484906649788
0,1,1,620000,12,13.3374747570213,2.484906649788
0,1,1,1245000,14,14.0346460878809,2.63905732961526
0,1,1,191500,17,12.1626430876028,2.83321334405622
1,1,2,229000,12,12.3414772825364,2.484906649788
1,1,1,4218000,19,15.2548716400209,2.94443897916644
0,1,2,500,12,6.21460809842219,2.484906649788
0,1,1,421000,12,12.9503881126645,2.484906649788
0,1,2,480000,18,13.0815413828841,2.89037175789616
0,1,2,2267000,16,14.6339679294897,2.77258872223978
0,1,2,274000,17,12.5208833853702,2.83321334405622
0,1,2,7022,12,8.85680335672838,2.484906649788
0,1,2,239000,12,12.3842188309136,2.484906649788
0,1,2,99570,12,11.5086161933821,2.484906649788
0,1,2,394100,16,12.8843599631831,2.77258872223978
0,1,2,181480,9,12.1089007337779,2.19722457733622
0,1,1,214800,12,12.2774626416168,2.484906649788
0,1,2,101000,17,11.5228757958234,2.83321334405622
0,1,1,150000,12,11.9183905730784,2.484906649788
0,1,1,341500,16,12.741102957993,2.77258872223978
0,1,1,174000,16,12.0668105781967,2.77258872223978
0,1,1,165000,13,12.0137007528827,2.56494935746154
0,1,2,50,12,3.91202300542815,2.484906649788
0,1,1,314700,14,12.6593750830525,2.63905732961526
0,1,2,9640,12,9.17367638760459,2.484906649788
0,1,2,59600,12,10.9954108530534,2.484906649788
0,1,2,739000,19,13.5130531999303,2.94443897916644
0,1,2,146500,12,11.8947807074393,2.484906649788
0,1,1,69500,12,11.1490820315529,2.484906649788
0,1,2,2,12,0.693147180559945,2.484906649788
0,0,1,1080000,16,13.8924715991004,2.77258872223978
0,1,2,470000,14,13.0604879736862,2.63905732961526
1,1,1,2811937,14,14.8493841276788,2.63905732961526
0,0,2,1332700,20,14.1027175175678,2.99573227355399
0,1,2,8300,12,9.02401079378469,2.484906649788
1,0,1,202000,13,12.2160229763833,2.56494935746154
0,1,1,430200,14,12.9720054958158,2.63905732961526
0,1,1,370000,12,12.8212582846204,2.484906649788
0,1,2,16673,12,9.72154592356046,2.484906649788
1,1,1,210800,12,12.2586650956493,2.484906649788
0,1,1,1007000,14,13.8224861717007,2.63905732961526
0,1,1,90000,14,11.4075649493124,2.63905732961526
0,1,1,333600,15,12.7176979494667,2.70805020110221
0,1,1,340000,14,12.7367008965923,2.63905732961526
0,1,2,351000,16,12.768541502448,2.77258872223978
0,1,1,86000,12,11.3621025752356,2.484906649788
0,1,2,303000,12,12.6214880844915,2.484906649788
0,1,1,103000,13,11.5424842672118,2.56494935746154
0,1,1,3000,12,8.00636756765025,2.484906649788
1,1,2,2367627,17,14.6773987456871,2.83321334405622
0,1,1,996000,16,13.8115025365667,2.77258872223978
0,1,2,110300,12,11.6109592052416,2.484906649788
0,1,2,126500,15,11.7479975871497,2.70805020110221
0,1,2,78000,14,11.2644641056717,2.63905732961526
0,1,1,253500,14,12.4431191020134,2.63905732961526
0,0,1,11818,12,9.37737907190562,2.484906649788
0,0,2,187700,12,12.1426002225746,2.484906649788
0,0,2,185000,17,12.1281111040605,2.83321334405622
0,1,2,23800,12,10.0774408596596,2.484906649788
0,1,1,105000,16,11.5617156291397,2.77258872223978
0,1,1,602900,12,13.3095066244775,2.484906649788
1,1,2,1000,16,6.90775527898214,2.77258872223978
0,1,1,107600,16,11.5861759267098,2.77258872223978
0,1,2,51000,10,10.8395809117065,2.30258509299405
0,0,2,353600,12,12.7759216097456,2.484906649788
0,0,1,1500,12,7.3132203870903,2.484906649788
0,1,1,242000,12,12.3966930051388,2.484906649788
0,1,2,511500,16,13.1451028643738,2.77258872223978
0,1,1,36300,16,10.4995730202529,2.77258872223978
0,1,2,353300,16,12.7750728333472,2.77258872223978
0,1,1,203000,16,12.2209612580239,2.77258872223978
0,1,1,609000,16,13.319573546692,2.77258872223978
0,1,2,60123,15,11.0041477428215,2.70805020110221
0,1,2,791000,16,13.5810532467498,2.77258872223978
0,1,2,318000,12,12.6698066617623,2.484906649788
0,1,2,99600,12,11.5089174435727,2.484906649788
0,0,2,29000,12,10.2750511089686,2.484906649788
0,0,2,43500,12,10.6805162170768,2.484906649788
0,0,2,6000,13,8.69951474821019,2.56494935746154
0,0,1,8500,11,9.04782144247841,2.39789527279837
0,0,2,42600,14,10.6596095322575,2.63905732961526
0,0,2,43400,12,10.6782147200885,2.484906649788
0,0,1,7000,12,8.85366542803745,2.484906649788
0,0,2,46,10,3.8286413964891,2.30258509299405
0,0,2,117000,15,11.6699292137799,2.70805020110221
0,1,2,369700,6,12.8204471449247,1.79175946922805
0,1,2,304800,12,12.6274111027946,2.484906649788
1,1,1,526000,16,13.1730564917198,2.77258872223978
0,1,1,151000,16,11.9250351157971,2.77258872223978
0,1,2,248000,15,12.4211840251471,2.70805020110221
0,1,2,60800,12,11.0153450679543,2.484906649788
0,1,2,642000,20,13.3723435826721,2.99573227355399
0,1,2,2011316,18,14.5142997921636,2.89037175789616
0,1,2,1500,12,7.3132203870903,2.484906649788
0,1,2,1198700,17,13.9967481941952,2.83321334405622
0,1,1,947000,16,13.7610543721682,2.77258872223978
0,1,2,484000,16,13.0898401856988,2.77258872223978
0,1,2,244000,16,12.4049235042753,2.77258872223978
0,1,2,491300,19,13.1048102181567,2.94443897916644
0,1,2,967000,16,13.7819537744354,2.77258872223978
0,1,2,1290000,16,14.0701527763379,2.77258872223978
0,1,1,2660000,17,14.7938366807579,2.83321334405622
0,1,1,362500,12,12.8007797532769,2.484906649788
0,1,1,348000,12,12.7599577587566,2.484906649788
0,0,2,152500,16,11.9349198750296,2.77258872223978
0,1,1,818500,12,13.6152286757933,2.484906649788
0,1,2,641000,13,13.3707847359028,2.56494935746154
0,1,1,21500,12,9.97580821411575,2.484906649788
0,1,2,636500,12,13.3637396969796,2.484906649788
0,1,2,495000,17,13.1123130415508,2.83321334405622
0,1,1,124400,12,11.7312574592872,2.484906649788
0,1,2,41100,16,10.6237634004843,2.77258872223978
0,1,1,641900,16,13.3721878072999,2.77258872223978
0,1,1,1434869,18,14.1765841138101,2.89037175789616
0,1,1,26000,15,10.1658518170036,2.70805020110221
0,1,1,722500,13,13.4904726989687,2.56494935746154
0,1,1,193000,17,12.170445467887,2.83321334405622
0,1,2,413600,14,12.9326546021764,2.63905732961526
0,1,1,51500,12,10.8493370866518,2.484906649788
0,1,2,140000,19,11.8493977015914,2.94443897916644
0,1,2,94400,12,11.4552963521336,2.484906649788
0,1,1,713000,14,13.4772366993964,2.63905732961526
0,1,2,207000,12,12.2404740722475,2.484906649788
0,1,1,33000,14,10.4042628404486,2.63905732961526
0,0,1,109000,12,11.5991031612113,2.484906649788
0,0,1,20000,10,9.90348755253613,2.30258509299405
0,0,2,29110,12,10.2788370367397,2.484906649788
0,0,1,380500,12,12.8492414562839,2.484906649788
1,0,2,30000,13,10.3089526606443,2.56494935746154
0,0,1,700,12,6.5510803350434,2.484906649788
0,1,1,16500,12,9.71111565988867,2.484906649788
0,1,2,1667000,12,14.3265361617329,2.484906649788
0,1,2,120050,18,11.6956636016494,2.89037175789616
0,1,2,340300,14,12.737582860489,2.63905732961526
0,1,1,854000,16,13.6576864727707,2.77258872223978
0,1,2,632000,13,13.356644673129,2.56494935746154
0,1,1,687000,13,13.4400895712045,2.56494935746154
0,1,1,52500,12,10.8685684485797,2.484906649788
0,1,1,22000,12,9.99879773234045,2.484906649788
0,1,1,200000,12,12.2060726455302,2.484906649788
0,1,1,3000,11,8.00636756765025,2.39789527279837
0,1,2,81300,16,11.3059012955359,2.77258872223978
0,1,2,14507,16,9.5823865705389,2.77258872223978
0,1,2,213800,12,12.2727962775731,2.484906649788
0,1,2,3357281,15,15.0266419781486,2.70805020110221
0,1,2,433000,13,12.9784930069846,2.56494935746154
0,1,2,388000,12,12.8687606186054,2.484906649788
0,1,2,449700,12,13.0163359727588,2.484906649788
0,1,1,983457,10,13.7988291944523,2.30258509299405
0,1,2,76900,12,11.2502611554937,2.484906649788
0,1,1,1023000,12,13.8382500449338,2.484906649788
0,1,1,79500,15,11.2835123006424,2.70805020110221
0,1,1,60000,12,11.0020998412042,2.484906649788
0,1,2,21000,12,9.95227771670556,2.484906649788
0,1,1,115000,12,11.6526874073454,2.484906649788
0,1,2,1138000,14,13.9447828936684,2.63905732961526
0,1,1,180000,12,12.1007121298723,2.484906649788
0,1,2,181000,10,12.106252310248,2.30258509299405
0,1,2,803500,14,13.5967324641597,2.63905732961526
1,1,2,294500,12,12.5930342820738,2.484906649788
0,1,2,16449398,14,16.6157994387613,2.63905732961526
0,1,1,705000,17,13.4659530817944,2.83321334405622
0,1,1,642500,12,13.3731220957515,2.484906649788
1,1,2,1363568,18,14.1256153516781,2.89037175789616
1,1,1,137600,14,11.8321062044814,2.63905732961526
0,1,2,139400,16,11.8451027773086,2.77258872223978
0,1,2,80400,13,11.2947694551671,2.56494935746154
0,1,1,228700,12,12.3401663800109,2.484906649788
0,1,2,116700,12,11.6673618182746,2.484906649788
0,1,2,790000,12,13.5797882244432,2.484906649788
0,1,1,21856,12,9.99223076237052,2.484906649788
0,1,2,464000,17,13.0476398312084,2.83321334405622
0,1,2,44000,11,10.6919449129004,2.39789527279837
0,1,1,3409937,19,15.0422043740157,2.94443897916644
0,1,1,2734937,12,14.821618958838,2.484906649788
0,1,2,447800,12,13.0121019831468,2.484906649788
1,1,2,236500,18,12.3737034869141,2.89037175789616
0,1,1,895000,12,13.704578997257,2.484906649788
0,1,1,112200,15,11.6280382720707,2.70805020110221
0,1,2,122400,12,11.7150496490604,2.484906649788
0,1,1,189500,12,12.1521443035046,2.484906649788
0,1,2,129000,12,11.7675676833438,2.484906649788
0,1,1,174000,8,12.0668105781967,2.07944154167984
0,1,2,80600,12,11.2972539284947,2.484906649788
0,1,2,87500,12,11.3793940723457,2.484906649788
0,1,2,38000,13,10.5453414387085,2.56494935746154
0,1,2,782400,11,13.5701213977027,2.39789527279837
0,1,2,47150,11,10.7610892880616,2.39789527279837
0,1,1,388000,13,12.8687606186054,2.56494935746154
0,1,1,612000,20,13.3244875614945,2.99573227355399
0,1,1,288000,12,12.5707157591181,2.484906649788
0,1,1,1455000,16,14.1905164585877,2.77258872223978
0,1,1,1240500,12,14.031025082114,2.484906649788
0,1,2,84500,12,11.3445068133453,2.484906649788
0,1,2,737500,12,13.5110213671961,2.484906649788
0,1,1,307000,16,12.6346030265693,2.77258872223978
0,1,2,975000,14,13.79019274998,2.63905732961526
0,1,2,127200,12,11.7535159298882,2.484906649788
0,1,1,104000,12,11.5521461781235,2.484906649788
0,1,2,560000,17,13.2356920627113,2.83321334405622
0,1,1,1230000,12,14.0225247273486,2.484906649788
0,1,2,539000,14,13.1974708498911,2.63905732961526
0,1,1,615000,14,13.3293775467887,2.63905732961526
0,1,2,42000,12,10.6454248972655,2.484906649788
0,1,2,386000,12,12.863592648447,2.484906649788
1,1,2,21940,12,9.99606673382922,2.484906649788
0,1,1,91000,12,11.418614785499,2.484906649788
0,1,1,222000,12,12.3104326608544,2.484906649788
0,1,2,131700,12,11.7882818877314,2.484906649788
0,1,1,890000,12,13.6989767417083,2.484906649788
0,1,1,141000,12,11.8565151693603,2.484906649788
0,1,1,663800,12,13.405736178268,2.484906649788
0,1,2,221300,13,12.3072745260391,2.56494935746154
0,1,2,433000,16,12.9784930069846,2.77258872223978
0,1,1,3300,12,8.10167774745457,2.484906649788
0,0,1,120000,12,11.6952470217642,2.484906649788
0,1,2,175000,18,12.0725412529057,2.89037175789616
0,1,1,155700,16,11.9556863578221,2.77258872223978
0,1,2,26500,16,10.1849000119743,2.77258872223978
0,1,1,845000,11,13.6470919063393,2.39789527279837
0,1,2,1287650,12,14.0683294095882,2.484906649788
0,1,1,1151915,16,13.9569363327935,2.77258872223978
0,1,2,30000,14,10.3089526606443,2.63905732961526
0,1,2,1205000,12,14.0019901249069,2.484906649788
0,1,2,589828,16,13.2875862479564,2.77258872223978
0,1,2,103600,14,11.5482926088075,2.63905732961526
0,1,2,433000,18,12.9784930069846,2.89037175789616
0,1,1,4892000,16,15.4031117757892,2.77258872223978
0,1,2,672800,12,13.4192033876409,2.484906649788
0,1,1,46009,12,10.7365923085078,2.484906649788
0,1,1,179450,12,12.0976518965758,2.484906649788
0,1,1,4100,12,8.3187422526924,2.484906649788
0,1,1,159760,12,11.9814279680897,2.484906649788
0,1,1,46500,12,10.7472075915754,2.484906649788
0,1,2,123100,13,11.7207523121725,2.56494935746154
0,1,1,424654,7,12.9590299986858,1.94591014905531
0,1,2,1092000,20,13.903521435287,2.99573227355399
0,1,1,1434000,20,14.1759783001417,2.99573227355399
0,1,2,121800,16,11.7101356342579,2.77258872223978
0,1,2,459000,12,13.0368054890427,2.484906649788
0,1,2,67750,12,11.1235797387419,2.484906649788
0,1,1,318600,15,12.6716916764581,2.70805020110221
0,1,1,97700,14,11.4896568380309,2.63905732961526
0,1,1,98100,12,11.4937426455535,2.484906649788
0,1,1,81000,13,11.3022044336546,2.56494935746154
0,1,2,560000,19,13.2356920627113,2.94443897916644
0,1,2,116000,12,11.6613454700885,2.484906649788
0,1,2,520000,16,13.1615840905576,2.77258872223978
0,1,1,256000,16,12.4529327234617,2.77258872223978
0,1,1,60700,12,11.0136989770476,2.484906649788
0,1,1,60000,13,11.0020998412042,2.56494935746154
0,1,1,116500,12,11.6656465519879,2.484906649788
0,1,2,98732,12,11.5001643876676,2.484906649788
0,1,1,16449398,14,16.6157994387613,2.63905732961526
0,1,1,497000,15,13.1163453050788,2.70805020110221
0,1,1,118000,14,11.6784399034478,2.63905732961526
1,1,1,572500,15,13.2577680144105,2.70805020110221
0,1,2,151200,14,11.9263587427276,2.63905732961526
0,1,2,16449398,18,16.6157994387613,2.89037175789616
0,1,2,964900,12,13.7797797480085,2.484906649788
0,1,1,229000,16,12.3414772825364,2.77258872223978
0,1,1,207000,12,12.2404740722475,2.484906649788
0,1,2,320600,12,12.6779495191576,2.484906649788
0,1,2,63900,12,11.0650746403656,2.484906649788
0,1,1,366000,18,12.8103886123835,2.89037175789616
0,1,2,225000,17,12.3238556811866,2.83321334405622
0,1,1,501000,17,13.124361380067,2.83321334405622
0,1,2,428900,12,12.968979070505,2.484906649788
0,1,1,1402000,16,14.1534103465767,2.77258872223978
0,1,2,94000,12,11.4510500612521,2.484906649788
0,1,2,441000,18,12.996800154429,2.89037175789616
0,1,1,2828750,18,14.8553454759299,2.89037175789616
0,1,1,40060,14,10.5981336092198,2.63905732961526
0,1,2,81000,14,11.3022044336546,2.63905732961526
0,1,1,430000,10,12.9715404876697,2.30258509299405
0,1,2,297000,18,12.6014874177848,2.89037175789616
0,1,1,396000,12,12.8891694902366,2.484906649788
0,0,1,37000,12,10.5186731916264,2.484906649788
0,0,2,103000,14,11.5424842672118,2.63905732961526
0,1,2,65000,13,11.0821425488778,2.56494935746154
0,1,2,305000,12,12.6280670555895,2.484906649788
0,1,2,1027600,16,13.8427365442179,2.77258872223978
0,1,2,47900,16,10.776870783399,2.77258872223978
0,1,1,348000,12,12.7599577587566,2.484906649788
0,1,2,499400,13,13.1211626568278,2.56494935746154
0,1,2,1500,14,7.3132203870903,2.63905732961526
0,1,1,174000,12,12.0668105781967,2.484906649788
0,1,1,30750,9,10.3336452732347,2.19722457733622
0,1,2,183000,12,12.1172414318236,2.484906649788
0,1,1,250000,12,12.4292161968444,2.484906649788
0,0,1,48000,11,10.77895628989,2.39789527279837
0,1,2,154900,12,11.950535026405,2.484906649788
0,1,1,417000,12,12.9408415007809,2.484906649788
0,1,1,29500,10,10.2921455423279,2.30258509299405
0,1,1,113300,12,11.6377944470161,2.484906649788
0,1,1,585000,14,13.279367126214,2.63905732961526
1,0,2,499700,16,13.1217631973323,2.77258872223978
1,0,2,583200,16,13.2762854596766,2.77258872223978
0,0,1,215400,12,12.2802520437044,2.484906649788
0,0,1,195000,14,12.1807548375459,2.63905732961526
0,1,1,670000,14,13.4150329913671,2.63905732961526
0,1,2,48000,12,10.77895628989,2.484906649788
0,1,1,161350,7,11.9913311974801,1.94591014905531
0,1,1,200000,12,12.2060726455302,2.484906649788
0,1,1,14000,12,9.5468126085974,2.484906649788
0,1,2,209250,12,12.2512849883517,2.484906649788
0,0,2,4380,12,8.38480400337049,2.484906649788
0,0,1,7200,12,8.88183630500415,2.484906649788
0,0,2,20500,12,9.9281801651265,2.484906649788
0,0,1,220000,12,12.3013828253345,2.484906649788
0,1,1,331700,13,12.7119862249351,2.56494935746154
0,1,1,166500,12,12.0227505884026,2.484906649788
0,0,2,2155654,16,14.5836047157576,2.77258872223978
0,1,2,162700,17,11.9996632932071,2.83321334405622
0,1,1,16449398,12,16.6157994387613,2.484906649788
0,1,2,1435000,17,14.1766754071759,2.83321334405622
0,1,2,412000,12,12.9287786283317,2.484906649788
0,1,1,323000,12,12.6854076022048,2.484906649788
0,1,1,894000,16,13.7034610541557,2.77258872223978
0,1,1,57000,13,10.9508065468167,2.56494935746154
0,1,1,559654,12,13.2350740146161,2.484906649788
0,1,2,407000,14,12.9165684644247,2.63905732961526
1,1,2,78000,10,11.2644641056717,2.30258509299405
1,1,2,27654,12,10.2275256619486,2.484906649788
1,1,1,199800,12,12.2050721451966,2.484906649788
0,1,2,544000,12,13.2067045258381,2.484906649788
0,1,1,636200,16,13.3632682582972,2.77258872223978
0,1,2,2818000,18,14.8515379714408,2.89037175789616
0,1,2,1326000,14,14.0976774497279,2.63905732961526
0,1,1,554000,14,13.2249199657294,2.63905732961526
0,1,2,101200,16,11.5248540358355,2.77258872223978
0,1,2,2470000,18,14.7197287086042,2.89037175789616
0,1,1,16449398,18,16.6157994387613,2.89037175789616
0,1,2,364100,14,12.8051838341635,2.63905732961526
0,1,1,48200,12,10.7831143000387,2.484906649788
0,1,1,1457000,17,14.1918900851773,2.83321334405622
0,1,1,2342000,16,14.6665158231398,2.77258872223978
0,1,1,1341000,18,14.1089261622638,2.89037175789616
0,1,1,765000,18,13.5476311128087,2.89037175789616
0,1,1,1088000,12,13.899851706398,2.484906649788
0,1,2,683000,14,13.4342501385529,2.63905732961526
0,1,2,37000,12,10.5186731916264,2.484906649788
0,1,1,164700,12,12.0118809161657,2.484906649788
0,1,2,386000,12,12.863592648447,2.484906649788
0,0,2,10000,13,9.21034037197618,2.56494935746154
0,1,1,16449398,16,16.6157994387613,2.77258872223978
0,1,1,16449398,18,16.6157994387613,2.89037175789616
0,1,2,1576000,16,14.2704005494,2.77258872223978
0,1,2,605700,20,13.314140092969,2.99573227355399
1,1,1,1120000,19,13.9288392432713,2.94443897916644
0,1,1,717654,16,13.4837428377316,2.77258872223978
0,1,1,16449398,19,16.6157994387613,2.94443897916644
0,1,2,16449398,18,16.6157994387613,2.89037175789616
1,1,2,460000,18,13.0389817684653,2.89037175789616
0,0,1,112500,15,11.6307085006266,2.70805020110221
0,1,1,414500,20,12.9348282535575,2.99573227355399
0,1,2,1160000,12,13.9639305630825,2.484906649788
0,1,1,511000,12,13.1441248691858,2.484906649788
0,1,1,1996450,12,14.5068811613451,2.484906649788
0,1,1,610000,16,13.3212142361495,2.77258872223978
0,1,2,652000,16,13.3877998409088,2.77258872223978
0,1,2,69000,18,11.1418617835794,2.89037175789616
1,1,2,427500,16,12.965709567359,2.77258872223978
1,1,2,193000,12,12.170445467887,2.484906649788
0,1,2,71600,18,11.1788503529487,2.89037175789616
0,1,2,767200,13,13.5505028025514,2.56494935746154
0,1,1,449600,15,13.0161135775616,2.70805020110221
0,1,2,285000,17,12.5602444592508,2.83321334405622
0,1,1,16449398,20,16.6157994387613,2.99573227355399
0,1,2,16449398,16,16.6157994387613,2.77258872223978
0,1,1,194800,13,12.1797286701906,2.56494935746154
0,1,2,332500,16,12.714395139078,2.77258872223978
0,1,2,369000,16,12.8185519230227,2.77258872223978
0,1,1,323944,16,12.6883259403298,2.77258872223978
0,1,2,19900,14,9.89847501071258,2.63905732961526
0,1,2,785000,16,13.5734389967645,2.77258872223978
0,1,1,613000,16,13.3261202149183,2.77258872223978
0,1,2,3019000,20,14.920436208689,2.99573227355399
0,1,2,471000,19,13.0626133729986,2.94443897916644
0,1,1,1867800,16,14.4402718256578,2.77258872223978
0,1,2,946000,16,13.759997848034,2.77258872223978
0,1,1,1243500,12,14.0334405422256,2.484906649788
0,1,1,41000,12,10.6213273456864,2.484906649788
0,1,2,738000,12,13.5116991035826,2.484906649788
0,1,2,528500,14,13.1777980842924,2.63905732961526
0,1,1,16449398,20,16.6157994387613,2.99573227355399
0,1,2,536500,12,13.1928218410529,2.484906649788
0,1,1,2679823,16,14.8012613055299,2.77258872223978
0,1,1,883500,16,13.6916465707419,2.77258872223978
0,1,1,1316500,16,14.0904872579185,2.77258872223978
0,1,1,1099000,19,13.9099112333858,2.94443897916644
0,1,2,563000,12,13.2410349071218,2.484906649788
0,1,2,325500,16,12.6931177406308,2.77258872223978
0,1,2,46000,12,10.7363966754712,2.484906649788
0,1,2,642300,12,13.3728107632459,2.484906649788
0,1,1,586700,12,13.282268894914,2.484906649788
1,1,1,430000,13,12.9715404876697,2.56494935746154
0,0,1,56427,9,10.9407030463389,2.19722457733622
1,0,2,1200,16,7.09007683577609,2.77258872223978
0,0,2,14000,14,9.5468126085974,2.63905732961526
0,1,2,4060000,20,15.2166935315779,2.99573227355399
0,1,2,276000,12,12.5281561446993,2.484906649788
1,1,2,3500,13,8.1605182474775,2.56494935746154
0,1,1,801823,14,13.5946431642368,2.63905732961526
0,1,1,598000,16,13.3013460329328,2.77258872223978
0,1,1,543500,16,13.2057849855434,2.77258872223978
0,1,1,46000,18,10.7363966754712,2.89037175789616
1,1,2,365000,12,12.8076526325646,2.484906649788
1,1,1,16449398,13,16.6157994387613,2.56494935746154
0,1,2,345500,12,12.7527479221899,2.484906649788
0,1,1,418000,12,12.9432367115069,2.484906649788
0,1,1,275500,12,12.5263429075751,2.484906649788
0,1,2,2000,13,7.60090245954208,2.56494935746154
0,1,2,202800,12,12.2199755506992,2.484906649788
0,1,2,201600,12,12.2140408151794,2.484906649788
0,1,2,1000,12,6.90775527898214,2.484906649788
0,1,1,50000,12,10.8197782844103,2.484906649788
0,1,2,899000,16,13.7090383134538,2.77258872223978
0,1,1,431000,12,12.9738633690859,2.484906649788
0,1,1,1220000,14,14.0143614167094,2.63905732961526
0,1,2,1151000,16,13.956141687704,2.77258872223978
0,1,1,16449398,16,16.6157994387613,2.77258872223978
0,1,1,548500,12,13.2149425586974,2.484906649788
0,0,2,10000,16,9.21034037197618,2.77258872223978
0,0,2,4000,12,8.29404964010203,2.484906649788
0,0,1,247500,12,12.4191658609909,2.484906649788
0,1,2,152000,12,11.9316357998284,2.484906649788
0,1,2,241500,12,12.3946247520748,2.484906649788
0,1,1,292000,12,12.5845090812504,2.484906649788
0,1,1,315000,14,12.6603279178078,2.63905732961526
0,1,2,857000,16,13.6611931975799,2.77258872223978
0,1,1,120000,8,11.6952470217642,2.07944154167984
0,1,1,57600,15,10.961277846684,2.70805020110221
0,1,2,54000,12,10.8967393255464,2.484906649788
0,1,2,253800,14,12.4443018342624,2.63905732961526
0,1,2,41350,12,10.6298277004518,2.484906649788
0,1,2,4500,12,8.41183267575841,2.484906649788
0,1,2,1971,12,7.58629630715272,2.484906649788
0,1,1,291000,16,12.5810785461536,2.77258872223978
0,1,2,106800,12,11.5787132055082,2.484906649788
0,1,2,1555000,16,14.2569861035955,2.77258872223978
1,1,1,244000,12,12.4049235042753,2.484906649788
0,1,1,535000,15,13.1900220258781,2.70805020110221
0,1,1,361154,10,12.797059739148,2.30258509299405
0,1,2,16449398,18,16.6157994387613,2.89037175789616
0,1,2,158000,15,11.9703503120091,2.70805020110221
0,1,2,888500,12,13.6972899265768,2.484906649788
0,1,2,267000,18,12.4950039373824,2.89037175789616
0,1,2,320300,18,12.6770133355973,2.89037175789616
0,1,2,173980,12,12.0666956290615,2.484906649788
0,1,2,16449398,12,16.6157994387613,2.484906649788
0,1,2,338000,12,12.7308011744652,2.484906649788
0,1,2,192000,13,12.1652506510099,2.56494935746154
0,1,1,3000,14,8.00636756765025,2.63905732961526
0,1,1,122000,12,11.7117763237154,2.484906649788
0,1,2,279500,12,12.5407575715773,2.484906649788
0,1,2,384000,12,12.8583978315699,2.484906649788
0,1,1,495000,18,13.1123130415508,2.89037175789616
0,1,1,240000,12,12.3883942023241,2.484906649788
0,1,1,1345000,16,14.1119045710181,2.77258872223978
0,1,1,414900,18,12.935792806321,2.89037175789616
1,1,2,674000,16,13.4209853898944,2.77258872223978
0,1,2,553000,16,13.2231132805045,2.77258872223978
0,1,2,324000,17,12.6884987947745,2.83321334405622
0,1,2,12500,12,9.43348392329039,2.484906649788
1,1,2,2650000,16,14.7900701979624,2.77258872223978
0,1,2,155100,12,11.9518253491646,2.484906649788
0,1,1,825000,18,13.6231386653168,2.89037175789616
0,1,2,2633000,16,14.7836344384784,2.77258872223978
0,1,1,21000,16,9.95227771670556,2.77258872223978
0,1,2,451000,16,13.0192226184848,2.77258872223978
0,1,2,312000,12,12.6507584667916,2.484906649788
0,1,2,428000,12,12.9668784745639,2.484906649788
